"id","facility_construction_status","facility_name","naic_code","facility_category","facility_type","target_saving","display_pic_url","unit_number","street_number","street_name","city","country","province","postal_code","address","sector","gross_floor_area","number_of_storeys","occupancy","number_of_building","company_id","facility_id_general_status","facility_id_submission_status","ng_distribution_company","ng_distribution_company_data_extraction","longitude","latitude","facility_bas","facility_bas_connectivity","is_approved","approved_by","is_active","created_at","updated_at","created_by","updated_by","total_electricity_savings","energy_savings","total_incentive_earned","benchmarking_eui","facility_nickname","year_of_construction","facility_ubi","serial_number"
116,NULL,"Edvan Custom Metal Processing Ltd","332999","332","332999",NULL,"https://semiproduploads.blob.core.windows.net/files/_58010_unknown1739554915092.JPG?sv=2025-01-05&spr=https&se=2035-02-14T17%3A41%3A55Z&sr=b&sp=r&sig=tkUfbcgugt78iErp367g7PXME3R9Bc7Qht9cGGGbFbE%3D","","1407","8th","Nisku","Canada","Alberta","T9E7M5",NULL,"31",NULL,NULL,NULL,NULL,334,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-14 17:41:59.242","2025-02-14 17:44:56.466",506,506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
117,NULL,"ABBT3220023","211110","211","211110",NULL,NULL,"Gift Lake 06-34-78-11W5","55.801345","-115.621673","Knappen","Canada","Alberta","T0G1B0",NULL,"21",NULL,NULL,NULL,NULL,191,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-14 17:51:37.071","2025-02-14 18:58:51.537",507,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
118,NULL,"Northgood 1","111993","111","111993",NULL,NULL,"C","7610","5 ST SE","Calgary","Canada","Alberta","T2H2L9",NULL,"11",NULL,NULL,NULL,NULL,335,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-14 20:55:34.511","2025-02-14 20:57:18.665",508,508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
119,NULL,"ETHEL 04-26 CONNECTOR","211110","211","211110",NULL,"https://semiproduploads.blob.core.windows.net/files/_2148683_unknown1739891817465.png?sv=2025-01-05&spr=https&se=2035-02-18T15%3A16%3A58Z&sr=b&sp=r&sig=MDvx9A3wVCH%2FKwvgBTXJ7PetPXpAnzUJdF1YXkouqmc%3D","","04-26-067-08W5","54.822794,-115.116931","Swan Hills","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,337,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-18 15:19:01.779","2025-04-03 13:54:46.891",513,513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
120,NULL,"West Dried Meat Lake Regional Landfill","562210","562","562210",NULL,NULL,"","Secondary Hwy 609","21184","Camrose County","Canada","Alberta","A1A1A1",NULL,"56",NULL,NULL,NULL,NULL,341,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-19 18:40:36.377","2025-02-26 16:02:17.334",518,518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
121,NULL,"Onespot Camprounds ","112391","112","112391",NULL,"https://semiproduploads.blob.core.windows.net/files/_13285_unknown1740069964138.docx?sv=2025-01-05&spr=https&se=2035-02-20T16%3A46%3A04Z&sr=b&sp=r&sig=IYXT6vj%2BvTrE%2F9%2F2PN%2FMnxlTtiw6bQAW48xpPcRhOYI%3D","","2822    ","Wintergreen Road","West Bragg Creek","Canada","Alberta","T0L0K0",NULL,"11",NULL,NULL,NULL,NULL,342,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-20 16:46:54.706","2025-02-27 18:15:49.911",519,519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
122,NULL,"Tribal Chiefs Ventures Inc._Edmonton Office","561320","561","561320",NULL,"https://semiproduploads.blob.core.windows.net/files/_65588_unknown1740089010657.JPG?sv=2025-01-05&spr=https&se=2035-02-20T22%3A03%3A31Z&sr=b&sp=r&sig=V%2FbmfzoyaEeb%2F011H%2FqVa6BbIT2%2BXB90H%2FVADf%2FCF%2Bg%3D","","17533","106 Ave","Edmonton","Canada","Alberta","T5S1E7",NULL,"56",NULL,NULL,NULL,NULL,344,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-20 22:04:05.654","2025-02-20 22:24:16.706",521,521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
123,NULL,"Tribal Chiefs Ventures Inc._St. Paul Office","561320","561","561320",NULL,"https://semiproduploads.blob.core.windows.net/files/_77332_unknown1740090463920.JPG?sv=2025-01-05&spr=https&se=2035-02-20T22%3A27%3A44Z&sr=b&sp=r&sig=CbXtZl7sKBVGXsx3ODlEO%2F2%2F7GwceXr67oGC1hbkavo%3D","","47 Street","4901","St Paul","Canada","Alberta","T0A3A3",NULL,"56",NULL,NULL,NULL,NULL,344,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-20 22:28:40.175","2025-02-20 22:31:48.321",521,521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
124,NULL,"Revival Development","236110","236","236110",NULL,"https://semiproduploads.blob.core.windows.net/files/_4887740_unknown1740157685760.jpg?sv=2025-01-05&spr=https&se=2035-02-21T17%3A08%3A07Z&sr=b&sp=r&sig=4A2nco6GRLMFKqJLpMCJSRT8AVz5Q39QWPpv2TZDF4k%3D","","1222","Allowance Ave SE","Medicine Hat","Canada","Alberta","T1A3H1",NULL,"23",NULL,NULL,NULL,NULL,336,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-21 17:08:13.515","2025-02-21 20:40:43.028",522,522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
125,NULL,"ATCO Alberta Hub","221210","221","221210",NULL,NULL,"","15-27-054-14W5M","15-27-054-14W5M","Edson","Canada","Alberta","A1A1A1",NULL,"22",NULL,NULL,NULL,NULL,307,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-24 16:12:45.601","2025-02-24 20:14:08.978",476,476,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
126,NULL,"Barrhead Transit Mix Ltd","339999","339","339999",NULL,"https://semiproduploads.blob.core.windows.net/files/_684408_unknown1740515083085.png?sv=2025-01-05&spr=https&se=2035-02-25T20%3A24%3A43Z&sr=b&sp=r&sig=iROIvbK7%2BGmR2dgMsA7qvzuabsQuqiVdO6fiOY5%2BmEY%3D","Box 4523","6119 ","48 street","Barrhead","Canada","Alberta","T7N1A4",NULL,"31",NULL,NULL,NULL,NULL,345,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-25 20:26:00.241","2025-03-10 19:19:25.237",523,523,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
127,NULL,"1463902 Ab Ltd","213118","213","213118",NULL,NULL,"","2705","64 St","Drayton Valley","Canada","Alberta","T7A1S1",NULL,"21",NULL,NULL,NULL,NULL,349,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-27 17:34:18.855","2025-02-27 19:55:51.611",528,528,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
128,NULL,"02-28-038-07 (07-33 DH) Wellsite","211110","211","211110",NULL,NULL,"","02-28-038-07W5","02-28-038-07W5","Rocky Mountain House","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,347,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-28 20:03:34.233","2025-03-10 21:14:48.099",525,525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
129,NULL,"Permolex Ltd.","311211","311","311211",NULL,NULL,"","8010","Edgar Industrial Crescent","Red deer","Canada","Alberta","T4P3R3",NULL,"31",NULL,NULL,NULL,NULL,350,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-28 21:31:05.015","2025-03-06 20:44:55.481",529,529,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
130,NULL,"5 Mile Farms","112310","112","112310",NULL,NULL,"","52°44'18""N","112°39'45""W","Meeting Creek","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,351,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-28 23:06:01.097","2025-02-28 23:17:05.096",530,530,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
131,NULL,"Gold Bar Wastewater Treatment Plant","221320","221","221320",NULL,"https://semiproduploads.blob.core.windows.net/files/_4871164_unknown1741023485654.jpg?sv=2025-01-05&spr=https&se=2035-03-03T17%3A38%3A06Z&sr=b&sp=r&sig=rpWpyEiT4IVi5JcHNQFtIlGOMl1Ag7E1YF%2Fxv%2BCq3fA%3D","","10977","50 Street NW","Edmonton","Canada","Alberta","T6A2E9",NULL,"22",NULL,NULL,NULL,NULL,352,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-03 17:38:11.898","2025-03-10 19:16:08.783",531,531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
132,NULL,"sad","236210","236","236210",NULL,NULL,"2","2","Test","Calgary","Canada","Alberta","A1A1A1",NULL,"23",NULL,NULL,NULL,NULL,353,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-03 17:42:47.33","2025-07-08 20:22:12.401",532,532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
133,NULL,"Gold Bar WWTP UV Disinfection Building","221320","221","221320",NULL,"https://semiproduploads.blob.core.windows.net/files/_115952_unknown1745875439809.jpg?sv=2025-05-05&spr=https&se=2035-04-28T21%3A23%3A59Z&sr=b&sp=r&sig=IxjW19cnLmgB38jLXi3Iynw9xrpzowxiED1uA2yY3aM%3D","","10977","50 Street NW","Edmonton","Canada","Alberta","T6A2E9",NULL,"22",NULL,NULL,NULL,NULL,352,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-03 17:48:33.192","2025-04-28 21:30:22.881",531,531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
134,NULL,"GHG INC. GIFT 6-34-78-11, ABBT3220023 ","211110","211","211110",NULL,NULL,"06-34-078-11W5","55.801345","-115.621673","Gift Lake Metis Settlement","Canada","Alberta","T0G1B0",NULL,"21",NULL,NULL,NULL,NULL,333,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-04 18:55:41.177","2025-03-18 03:04:07.019",514,514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
135,NULL,"Mullen Group Head Office","484110","484","484110",NULL,NULL,"121A","31 ","Southridge Drive ","okotoks","Canada","Alberta","T1S2N3",NULL,"48",NULL,NULL,NULL,NULL,358,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-04 21:18:32.178","2025-03-04 21:18:32.178",538,538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
136,NULL,"Home Growers","111412","111","111412",NULL,NULL,"30","37041","River Road","Red Deer County","Canada","Alberta","T4G0M9",NULL,"11",NULL,NULL,NULL,NULL,360,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-04 22:02:04.699","2025-03-04 22:03:17.265",540,540,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
137,NULL,"Ws Farms Ltd","112120","112","112120",NULL,NULL,"","Sw17-59-04 w5th","Sw17-59-04 w5th","Barrhead","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,362,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-05 03:18:56.476","2025-03-17 15:24:22.054",542,542,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
138,NULL,"University Of Calgary Central Heating Plant","221112","221","221112",NULL,NULL,"UOC01","2500","University Drive NW","Calgary","Canada","Alberta","T2N1N4",NULL,"22",NULL,NULL,NULL,NULL,366,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-05 17:40:47.827","2025-04-11 16:27:25.724",554,453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
139,NULL,"Stoney Trail Aggregate Resource ( STAR) Pit ","212323","212","212323",NULL,NULL,"","12411 ","85th Street NW","Calgary","Canada","Alberta","T3R1J3",NULL,"21",NULL,NULL,NULL,NULL,359,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-05 19:39:06.815","2025-03-20 16:30:41.669",539,539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
140,NULL,"Trades Guild","321999","321","321999",NULL,"https://semiproduploads.blob.core.windows.net/files/_564407_unknown1741216341497.png?sv=2025-01-05&spr=https&se=2035-03-05T23%3A12%3A23Z&sr=b&sp=r&sig=jyrsal85%2FO3bvfa86wvAu%2FyaLeOTamDqYeFZFUJu6to%3D","","4405A","75 Ave SE, Calgary, AB","Calgary","Canada","Alberta","T2C2K8",NULL,"31",NULL,NULL,NULL,NULL,330,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-05 23:12:35.101","2025-03-23 22:31:42.47",501,501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
141,NULL,"Fourth Creek Gas Plant","211110","211","211110",NULL,NULL,"15-11-82-09W6M","56.100851, -119.285974","56.100851, -119.285974","Peace Arch","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,367,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-06 16:00:51.773","2025-04-11 19:09:12.584",211,211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
142,NULL,"TORC CARROT CK 01-28-052-13W5 MWB","211110","211","211110",NULL,NULL,"","01-28-052-23W5","53.5129,-115.8479","Yellowhead County","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,368,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-06 18:16:49.098","2025-03-06 23:28:57.18",561,561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
143,NULL,"BTG Sylvan Lake GP 14-32","211110","211","211110",NULL,NULL,"","14-32-037-03W5","52.22930N -114.39628E","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-07 16:38:36.652","2025-03-12 21:31:43.043",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
144,NULL,"12-29-038-03W5","211110","211","211110",NULL,NULL,"","12-29-038-03W5","102/11-29-038-03W5/00","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-07 17:41:07.326","2025-03-20 22:34:43.745",483,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
145,NULL,"ANC Power Plant","221112","221","221112",NULL,NULL,"","Postal Bag 9000","Whitecourt","Whitecourt","Canada","Alberta","T7S1P9",NULL,"22",NULL,NULL,NULL,NULL,164,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-07 22:22:04.996","2025-03-07 22:28:45.045",287,287,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
146,NULL,"Dairy Barn","112120","112","112120",NULL,NULL,"","NE-09-42-27-W4","NE-31-42-27-W4","Ponoka","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,357,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-08 21:37:22.178","2025-03-15 18:01:45.035",537,537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
147,NULL,"Cnoon International - SAGD","211141","211","211141",NULL,"https://semiproduploads.blob.core.windows.net/files/_2328127_unknown1741631115287.PNG?sv=2025-01-05&spr=https&se=2035-03-10T18%3A25%3A16Z&sr=b&sp=r&sig=fh6jKrlnlWi%2BYjnHoo0vYsE9LTsPLownu0n0X6wseuA%3D"," "," LLK CPF – 07-31-085-06 W4M ","Long Lake Oil sand site - Highway 881","Anzac","Canada","Alberta","T0P1J0",NULL,"21",NULL,NULL,NULL,NULL,346,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-10 18:27:04.037","2025-06-06 20:34:51.37",524,524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
148,NULL,"12-28-38-07 Pad (102/04-21 & 102/06-21 DH)","211110","211","211110",NULL,NULL,"","12-28-038-07W5","12-28-038-07W5","Rocky Mountain House","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,347,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-10 21:07:05.587","2025-03-10 21:15:02.024",525,525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
149,NULL,"16-18-034-04 SF (16-19 DH)","211110","211","211110",NULL,NULL,"","16-18-034-04W5","16-18-034-04W5","Caroline","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,347,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-11 17:51:26.412","2025-03-11 18:56:24.689",525,525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
150,NULL,"Maple Leaf Hatchery","112340","112","112340",NULL,NULL,"","4710","39 Ave","Wetaskiwin","Canada","Alberta","T9A3G2",NULL,"11",NULL,NULL,NULL,NULL,332,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-12 12:35:28.473","2025-03-12 12:39:03.746",503,503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
151,NULL,"Pouce Coupe Gas Plant","211110","211","211110",NULL,NULL,"5-23-80-13 W6M","55.948674","-119.93129","Peace Arch","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,367,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-13 00:08:58.096","2025-04-11 19:09:57.716",557,211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
152,NULL,"GordondaleWest Gas Plant","211110","211","211110",NULL,NULL,"","11-24-79-11 W6M","11-24-79-11 W6M","Peace Arch","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,367,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-13 00:16:27.238","2025-03-20 18:18:08.136",557,557,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
153,NULL,"Gordondale East Gas  Plant","213118","213","213118",NULL,NULL,"11-26-79-09- W6M","55.880148","-119.296966","Peace Arch","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,367,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-13 00:19:03.115","2025-05-02 19:32:50.66",557,211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
154,NULL,"CS19 Kelt 14-23","213118","213","213118",NULL,NULL,"","14-23-079-10W6","14-23-079-10W6","Peace Arch","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,367,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-13 00:21:06.991","2025-03-17 18:04:28.451",557,557,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
155,NULL,"Great Plains ","484122","484","484122",NULL,NULL,"","5600","76 AVE SE","Calgary","Canada","Alberta","T2C4N4",NULL,"48",NULL,NULL,NULL,NULL,375,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-13 14:32:21.434","2025-03-13 14:35:38.206",573,573,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
156,NULL,"KAKWAS 7-09-062-08W6 ","211110","211","211110",NULL,"https://semiproduploads.blob.core.windows.net/files/_611186_unknown1741963851721.pdf?sv=2025-01-05&spr=https&se=2035-03-14T14%3A50%3A52Z&sr=b&sp=r&sig=ixmW6FPLe%2FA73SWIYZrw0CaM1GGjzwU5EzUCn%2Ba6HQI%3D","3700","250 ","6 Ave SW","Calgary","Canada","Alberta","T2P3H7",NULL,"21",NULL,NULL,NULL,NULL,243,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-14 14:51:00.748","2025-03-14 15:35:49.827",387,387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
157,NULL,"11-16-055-24W5","211110","211","211110",NULL,NULL,"3700","250 ","6 Ave SW","Calgary","Canada","Alberta","T2P3H7",NULL,"21",NULL,NULL,NULL,NULL,243,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-14 15:51:04.079","2025-03-14 16:29:52.257",387,387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
158,NULL,"Wapiti 13-15-067-08W6","211110","211","211110",NULL,NULL,"3700","250 ","6 Ave SW","Calgary","Canada","Alberta","T2P3H7",NULL,"21",NULL,NULL,NULL,NULL,243,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-14 16:45:18.81","2025-03-14 17:12:50.523",387,387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
159,NULL,"03-16-038-03W5","211110","211","211110",NULL,NULL,"","52.262308, -114.372793","102/07-16-038-03W5/02","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-17 15:28:41.817","2025-04-11 16:41:04.885",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
160,NULL,"Water Injection Well","211110","211","211110",NULL,"https://semiproduploads.blob.core.windows.net/files/_2023241_unknown1742242706596.pdf?sv=2025-01-05&spr=https&se=2035-03-17T20%3A18%3A27Z&sr=b&sp=r&sig=wE5dsa%2F4Hxl8WlQFPufN0YqOGRDrM45kbz4a3A1VYao%3D","","0","02-04-027-13 W4M","Sunnynook","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,254,2,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-17 20:33:57.765","2025-03-18 16:58:28.247",399,399,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
161,NULL,"Edmasters","237310","237","237310",NULL,NULL,"","1799082","Box961 ","Crossfield","Canada","Alberta","T0M0S0",NULL,"23",NULL,NULL,NULL,NULL,380,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-17 22:53:21.369","2025-03-17 22:55:54.78",581,581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
162,NULL,"GHG INC. GIFT 6-34-78-11, ABBT3220023 ","211110","211","211110",NULL,NULL,"06-34-078-11W5","55.801345","-115.621673","Gift Lake Metis Settlement","Canada","Alberta","T0G1B0",NULL,"21",NULL,NULL,NULL,NULL,333,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-18 03:05:29.512","2025-03-18 03:53:00.869",514,514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
163,NULL,"YYC  - DHL Express","481110","481","481110",NULL,NULL,"","153 ","Aero Way NE","Calgary","Canada","Alberta","T2E6K2",NULL,"48",NULL,NULL,NULL,NULL,381,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-18 12:02:53.146","2025-03-18 12:08:39.834",582,582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
164,NULL,"Knappen 4-11-1-11 W4M ABBT0120874","211110","211","211110",NULL,NULL,"Knappen 4-11-1-11 W4M ","49.015605","-111.383669","Knappen","Canada","Alberta","T0K1M0",NULL,"21",NULL,NULL,NULL,NULL,333,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-18 12:55:06.064","2025-03-18 12:56:18.593",514,514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
165,NULL,"Knappen 4-5-1-11 W4M, ABBT0134164","211110","211","211110",NULL,NULL,"04-05-001-11W4M","48.999165","-111.450332","Knappen","Canada","Alberta","T0K1M0",NULL,"21",NULL,NULL,NULL,NULL,333,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-18 13:01:43.08","2025-03-18 13:03:14.531",514,514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
166,NULL,"Edmonton Home Office","115210","115","115210",NULL,NULL,"","4919","Malmo Rd NW","Edmonton","Canada","Alberta","T6H4L9",NULL,"11",NULL,NULL,NULL,NULL,382,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-18 17:39:21.95","2025-03-18 17:41:37.541",583,583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
167,NULL,"11-16-038-03W5","211110","211","211110",NULL,NULL,"","52.270799, -114.372146","102/15-16-038-03W5/02","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-18 19:25:00.936","2025-04-10 22:38:01.384",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
168,NULL,"Calgary MDF","321999","321","321999",NULL,NULL,"","50","ST","Calgary","Canada","Alberta","T2C3W1",NULL,"31",NULL,NULL,NULL,NULL,383,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-19 16:55:29.733","2025-05-23 17:07:02.669",560,584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
169,NULL,"Hartland Colony","111999","111","111999",NULL,NULL,"","52.62 -113.095278","R.R. 1","Bashaw","Canada","Alberta","T0B0H0",NULL,"11",NULL,NULL,NULL,NULL,376,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-19 21:18:49.086","2025-03-19 21:20:53.866",453,453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
170,NULL,"14-07-038-04W5","211110","211","211110",NULL,NULL,"","52.257305, -114.565049","100/14-07-038-04W5/00","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-19 22:00:35.949","2025-04-10 22:38:59.418",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
171,NULL,"06-33-038-03W5","211110","211","211110",NULL,NULL,"","52.311191, -114.373133","102/06-33-038-03W5/00","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-19 22:06:40.899","2025-04-10 22:40:49.433",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
172,NULL,"01-16-038-03W5","211110","211","211110",NULL,NULL,"","52.262493, -114.361375","103/16-09-038-03W5/03","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-19 22:08:02.208","2025-04-10 22:42:57.745",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7
173,NULL,"14-14-037-03W5","211110","211","211110",NULL,NULL,"","52.184729, -114.328834","100/14-14-037-03W5/02","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-19 22:09:09.25","2025-04-10 22:39:50.528",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
